Well_ID,Region,Operator,Maintenance_Type,Shift,Equipment_Status,Weather_Condition,Alert_Level,Production_Date,Last_Maintenance_Date,No_of_Incidents,Production_Barrels,Temperature_C
W-07,North Sea,Shell,Corrective,Day,Active,Windy,Low,2024-04-10,2023-04-08,6,342.59,32.9
W-15,Abu Dhabi,BP,Routine,Day,Failure,Sunny,High,2023-05-03,2022-07-21,7,316.93,34.2
W-12,North Sea,BP,Corrective,Night,Active,Sunny,Medium,2024-10-02,2023-09-18,9,388.66,26.1
W-07,Qatar,Chevron,Routine,Day,Active,Cloudy,Low,2023-10-21,2023-04-18,4,551.68,30.8
W-09,North Sea,ExxonMobil,Routine,Day,Active,Rainy,Low,2023-09-26,2023-08-19,6,332.37,32.6
W-13,North Sea,BP,Corrective,Night,Active,Windy,Medium,2023-12-30,2023-11-06,4,411.26,31.7
W-04,North Sea,TotalEnergies,Routine,Night,Active,Cloudy,Medium,2023-02-02,2022-06-19,7,459.62,25.3
W-04,Abu Dhabi,TotalEnergies,Routine,Day,Active,Cloudy,Low,2023-04-27,2022-08-22,7,454.11,30.1
W-12,North Sea,Chevron,Routine,Day,Active,Rainy,Low,2024-05-31,2023-08-03,11,370.2,26.8
W-11,Qatar,Chevron,Routine,Night,Active,Windy,Medium,2023-02-27,2023-01-17,5,553.29,34.3
W-08,North Sea,BP,Routine,Day,Active,Windy,Low,2024-02-27,2023-08-12,3,438.88,23.6
W-02,Qatar,BP,Routine,Night,Active,Sunny,Low,2023-06-21,2023-01-21,5,608.69,34.9
W-10,Abu Dhabi,Shell,Routine,Day,Active,Sandstorm,Low,2023-09-30,2023-01-24,3,434.9,32.4
W-14,North Sea,Shell,Routine,Night,Active,Rainy,Low,2023-07-22,2022-09-29,5,397.22,23.4
W-03,North Sea,Chevron,Routine,Night,Active,Cloudy,Low,2023-09-06,2023-03-23,8,281.27,30.5
W-06,Qatar,ExxonMobil,Routine,Day,Active,Sunny,Medium,2024-05-18,2024-01-20,2,579.72,37.2
W-04,Texas,TotalEnergies,Routine,Night,Active,Sandstorm,Medium,2023-07-27,2022-09-09,8,408.91,25.4
W-05,Qatar,ExxonMobil,Routine,Day,Active,Rainy,Low,2024-02-01,2023-02-06,11,530.09,28.7
W-04,Texas,TotalEnergies,Corrective,Day,Active,Rainy,Low,2023-11-30,2023-06-06,4,510.62,32.2
W-13,Texas,TotalEnergies,Routine,Day,Standby,Cloudy,Low,2024-04-09,2023-03-16,12,386.1,25.8
W-10,Abu Dhabi,ExxonMobil,Routine,Day,Active,Rainy,Low,2024-10-17,2024-08-12,2,455.52,24.2
W-10,Abu Dhabi,Shell,Routine,Night,Active,Rainy,Medium,2024-05-27,2023-04-28,4,463.15,26.1
W-12,Algeria,BP,Emergency,Night,Active,Windy,Medium,2023-05-31,2023-01-09,2,406.08,29.0
W-14,Texas,TotalEnergies,Routine,Night,Standby,Sunny,Medium,2023-01-22,2021-12-27,4,450.2,35.7
W-13,Algeria,BP,Routine,Night,Active,Sunny,Low,2023-07-03,2022-06-03,6,357.85,21.5
W-07,Texas,TotalEnergies,Corrective,Day,Standby,Sunny,Low,2024-02-21,2024-02-05,4,521.68,30.6
W-05,North Sea,TotalEnergies,Routine,Night,Active,Sunny,Low,2023-02-05,2022-09-29,7,361.2,25.3
W-06,Texas,Shell,Routine,Day,Failure,Cloudy,Low,2023-12-14,2023-06-18,5,442.76,21.6
W-10,North Sea,Shell,Routine,Day,Active,Cloudy,Low,2024-02-22,2023-04-28,7,380.29,28.1
W-09,Qatar,BP,Routine,Night,Active,Rainy,Low,2023-08-22,2022-09-21,7,548.65,37.7
W-06,Texas,Chevron,Routine,Day,Standby,Windy,Low,2024-06-23,2023-10-08,7,422.65,29.7
W-02,Texas,BP,Routine,Day,Standby,Rainy,High,2023-03-16,2022-06-26,4,379.95,23.8
W-04,Algeria,TotalEnergies,Routine,Day,Active,Sandstorm,Medium,2023-02-22,2022-03-31,5,366.1,26.9
W-05,Algeria,BP,Routine,Night,Active,Cloudy,Low,2024-05-24,2023-10-24,7,353.69,34.1
W-03,Texas,BP,Routine,Day,Failure,Windy,Low,2023-12-13,2023-01-13,6,508.91,38.8
W-08,Qatar,BP,Routine,Day,Active,Windy,Low,2024-04-26,2024-02-06,4,574.88,35.2
W-10,Abu Dhabi,Shell,Corrective,Night,Active,Rainy,Medium,2023-11-01,2023-08-01,2,478.42,36.1
W-15,Texas,BP,Corrective,Night,Active,Sunny,Low,2023-06-22,2023-04-08,4,508.84,26.3
W-15,Texas,Shell,Corrective,Night,Active,Windy,Low,2024-07-27,2023-10-31,9,484.23,31.5
W-12,Texas,Shell,Corrective,Night,Active,Sunny,Medium,2024-07-13,2024-02-03,9,429.75,28.7
W-13,Texas,TotalEnergies,Routine,Day,Active,Sandstorm,Medium,2024-05-01,2024-03-11,5,453.99,32.9
W-05,Abu Dhabi,BP,Routine,Night,Active,Sandstorm,Medium,2023-07-10,2022-08-07,8,457.33,18.1
W-04,Abu Dhabi,BP,Routine,Night,Standby,Windy,Medium,2024-02-18,2023-12-11,2,436.03,37.2
W-10,Abu Dhabi,BP,Routine,Night,Active,Sunny,Low,2023-09-10,2023-07-29,4,434.67,30.6
W-02,North Sea,BP,Routine,Night,Active,Windy,Low,2023-03-06,2022-05-08,6,410.44,33.9
W-13,Algeria,TotalEnergies,Routine,Day,Active,Sunny,Low,2024-10-04,2023-09-07,6,391.19,26.4
W-03,Abu Dhabi,BP,Routine,Day,Active,Cloudy,Low,2023-04-06,2022-04-02,15,392.62,27.6
W-10,Texas,Chevron,Routine,Day,Failure,Sunny,Low,2024-10-27,2023-12-21,8,433.03,28.8
W-10,Qatar,ExxonMobil,Routine,Night,Active,Cloudy,Low,2023-11-09,2022-12-15,8,545.32,34.7
